factor,level,count
context_critical_contrast_id,critical-foraging-00002761,2
context_critical_contrast_id,critical-debugging-00002762,2
context_critical_contrast_id,critical-bandit-00002763,2
context_critical_contrast_id,critical-foraging-00002764,2
context_critical_contrast_id,critical-debugging-00002765,2
context_critical_contrast_id,critical-bandit-00002766,2
context_critical_contrast_id,critical-foraging-00002767,2
context_critical_contrast_id,critical-debugging-00002768,2
context_critical_contrast_id,critical-bandit-00002769,2
context_critical_contrast_id,critical-foraging-00002770,2
context_critical_contrast_id,critical-debugging-00002771,2
context_critical_contrast_id,critical-bandit-00002772,2
context_critical_contrast_id,critical-foraging-00002773,2
context_critical_contrast_id,critical-debugging-00002774,2
context_critical_contrast_id,critical-bandit-00002775,2
context_critical_contrast_id,critical-foraging-00002776,2
context_critical_contrast_id,critical-debugging-00002777,2
context_critical_contrast_id,critical-bandit-00002778,2
context_critical_contrast_id,critical-foraging-00002779,2
context_critical_contrast_id,critical-debugging-00002780,2
context_critical_contrast_id,critical-bandit-00002781,2
context_critical_contrast_id,critical-foraging-00002782,2
context_critical_contrast_id,critical-debugging-00002783,2
context_critical_contrast_id,critical-bandit-00002784,2
context_critical_contrast_id,critical-foraging-00002785,2
context_critical_contrast_id,critical-debugging-00002786,2
context_critical_contrast_id,critical-bandit-00002787,2
context_critical_contrast_id,critical-foraging-00002788,2
context_critical_contrast_id,critical-debugging-00002789,2
context_critical_contrast_id,critical-bandit-00002790,2
context_critical_contrast_id,critical-foraging-00002791,2
context_critical_contrast_id,critical-debugging-00002792,2
context_critical_contrast_id,critical-bandit-00002793,2
context_critical_contrast_id,critical-foraging-00002794,2
context_critical_contrast_id,critical-debugging-00002795,2
context_critical_contrast_id,critical-bandit-00002796,2
context_critical_contrast_id,critical-foraging-00002797,2
context_critical_contrast_id,critical-debugging-00002798,2
context_critical_contrast_id,critical-bandit-00002799,2
context_critical_contrast_id,critical-foraging-00002800,2
context_critical_contrast_id,critical-debugging-00002801,2
context_critical_contrast_id,critical-bandit-00002802,2
context_critical_contrast_id,critical-foraging-00002803,2
context_critical_contrast_id,critical-debugging-00002804,2
context_critical_contrast_id,critical-bandit-00002805,2
context_critical_contrast_id,critical-foraging-00002806,2
context_critical_contrast_id,critical-debugging-00002807,2
context_critical_contrast_id,critical-bandit-00002808,2
context_critical_contrast_id,critical-foraging-00002809,2
context_critical_contrast_id,critical-debugging-00002810,2
context_critical_contrast_id,critical-bandit-00002811,2
context_critical_contrast_id,critical-foraging-00002812,2
context_critical_contrast_id,critical-debugging-00002813,2
context_critical_contrast_id,critical-bandit-00002814,2
context_critical_contrast_id,critical-foraging-00002815,2
context_critical_contrast_id,critical-debugging-00002816,2
context_critical_contrast_id,critical-bandit-00002817,2
context_critical_contrast_id,critical-foraging-00002818,2
context_critical_contrast_id,critical-debugging-00002819,2
context_critical_contrast_id,critical-bandit-00002820,2
context_critical_contrast_id,critical-foraging-00002821,2
context_critical_contrast_id,critical-debugging-00002822,2
context_critical_contrast_id,critical-bandit-00002823,2
context_critical_contrast_id,critical-foraging-00002824,2
context_critical_contrast_id,critical-debugging-00002825,2
context_critical_contrast_id,critical-bandit-00002826,2
context_critical_contrast_id,critical-foraging-00002827,2
context_critical_contrast_id,critical-debugging-00002828,2
context_critical_contrast_id,critical-bandit-00002829,2
context_critical_contrast_id,critical-foraging-00002830,2
context_critical_contrast_id,critical-debugging-00002831,2
context_critical_contrast_id,critical-bandit-00002832,2
context_critical_contrast_id,critical-foraging-00002833,2
context_critical_contrast_id,critical-debugging-00002834,2
context_critical_contrast_id,critical-bandit-00002835,2
context_critical_contrast_id,critical-foraging-00002836,2
context_critical_contrast_id,critical-debugging-00002837,2
context_critical_contrast_id,critical-bandit-00002838,2
context_critical_contrast_id,critical-foraging-00002839,2
context_critical_contrast_id,critical-debugging-00002840,2
context_critical_contrast_id,critical-bandit-00002841,2
context_critical_contrast_id,critical-foraging-00002842,2
context_critical_contrast_id,critical-debugging-00002843,2
context_critical_contrast_id,critical-bandit-00002844,2
context_critical_contrast_id,critical-foraging-00002845,2
context_critical_contrast_id,critical-debugging-00002846,2
context_critical_contrast_id,critical-bandit-00002847,2
context_critical_contrast_id,critical-foraging-00002848,2
context_critical_contrast_id,critical-debugging-00002849,2
context_critical_contrast_id,critical-bandit-00002850,2
context_critical_contrast_id,critical-foraging-00002851,2
context_critical_contrast_id,critical-debugging-00002852,2
context_critical_contrast_id,critical-bandit-00002853,2
context_critical_contrast_id,critical-foraging-00002854,2
context_critical_contrast_id,critical-debugging-00002855,2
context_critical_contrast_id,critical-bandit-00002856,2
context_critical_contrast_id,critical-foraging-00002857,2
context_critical_contrast_id,critical-debugging-00002858,2
context_critical_contrast_id,critical-bandit-00002859,2
context_critical_contrast_id,critical-foraging-00002860,2
context_critical_contrast_id,critical-debugging-00002861,2
context_critical_contrast_id,critical-bandit-00002862,2
context_critical_contrast_id,critical-foraging-00002863,2
context_critical_contrast_id,critical-debugging-00002864,2
context_critical_contrast_id,critical-bandit-00002865,2
context_critical_contrast_id,critical-foraging-00002866,2
context_critical_contrast_id,critical-debugging-00002867,2
context_critical_contrast_id,critical-bandit-00002868,2
context_critical_contrast_id,critical-foraging-00002869,2
context_critical_contrast_id,critical-debugging-00002870,2
context_critical_contrast_id,critical-bandit-00002871,2
context_critical_contrast_id,critical-foraging-00002872,2
context_critical_contrast_id,critical-debugging-00002873,2
context_critical_contrast_id,critical-bandit-00002874,2
context_critical_contrast_id,critical-foraging-00002875,2
context_critical_contrast_id,critical-debugging-00002876,2
context_critical_contrast_id,critical-bandit-00002877,2
context_critical_contrast_id,critical-foraging-00002878,2
context_critical_contrast_id,critical-debugging-00002879,2
context_critical_contrast_id,critical-bandit-00002880,2
context_critical_contrast_id,critical-foraging-00002881,2
context_critical_contrast_id,critical-debugging-00002882,2
context_critical_contrast_id,critical-bandit-00002883,2
context_critical_contrast_id,critical-foraging-00002884,2
context_critical_contrast_id,critical-debugging-00002885,2
context_critical_contrast_id,critical-bandit-00002886,2
context_critical_contrast_id,critical-foraging-00002887,2
context_critical_contrast_id,critical-debugging-00002888,2
context_critical_contrast_id,critical-bandit-00002889,2
context_critical_contrast_id,critical-foraging-00002890,2
context_critical_contrast_id,critical-debugging-00002891,2
context_critical_contrast_id,critical-bandit-00002892,2
context_critical_contrast_id,critical-foraging-00002893,2
context_critical_contrast_id,critical-debugging-00002894,2
context_critical_contrast_id,critical-bandit-00002895,2
context_critical_contrast_id,critical-foraging-00002896,2
context_critical_contrast_id,critical-debugging-00002897,2
context_critical_contrast_id,critical-bandit-00002898,2
context_critical_contrast_id,critical-foraging-00002899,2
context_critical_contrast_id,critical-debugging-00002900,2
context_critical_contrast_id,critical-bandit-00002901,2
context_critical_contrast_id,critical-foraging-00002902,2
context_critical_contrast_id,critical-debugging-00002903,2
context_critical_contrast_id,critical-bandit-00002904,2
context_critical_contrast_id,critical-foraging-00002905,2
context_critical_contrast_id,critical-debugging-00002906,2
context_critical_contrast_id,critical-bandit-00002907,2
context_critical_contrast_id,critical-foraging-00002908,2
context_critical_contrast_id,critical-debugging-00002909,2
context_critical_contrast_id,critical-bandit-00002910,2
context_critical_contrast_id,critical-foraging-00002911,2
context_critical_contrast_id,critical-debugging-00002912,2
context_critical_contrast_id,critical-bandit-00002913,2
context_critical_contrast_id,critical-foraging-00002914,2
context_critical_contrast_id,critical-debugging-00002915,2
context_critical_contrast_id,critical-bandit-00002916,2
context_critical_contrast_id,critical-foraging-00002917,2
context_critical_contrast_id,critical-debugging-00002918,2
context_critical_contrast_id,critical-bandit-00002919,2
context_critical_contrast_id,critical-foraging-00002920,2
context_critical_contrast_id,critical-debugging-00002921,2
context_critical_contrast_id,critical-bandit-00002922,2
context_critical_contrast_id,critical-foraging-00002923,2
context_critical_contrast_id,critical-debugging-00002924,2
context_critical_contrast_id,critical-bandit-00002925,2
context_critical_contrast_id,critical-foraging-00002926,2
context_critical_contrast_id,critical-debugging-00002927,2
context_critical_contrast_id,critical-bandit-00002928,2
context_critical_contrast_id,critical-foraging-00002929,2
context_critical_contrast_id,critical-debugging-00002930,2
context_critical_contrast_id,critical-bandit-00002931,2
context_critical_contrast_id,critical-foraging-00002932,2
context_critical_contrast_id,critical-debugging-00002933,2
context_critical_contrast_id,critical-bandit-00002934,2
context_critical_contrast_id,critical-foraging-00002935,2
context_critical_contrast_id,critical-debugging-00002936,2
context_critical_contrast_id,critical-bandit-00002937,2
context_critical_contrast_id,critical-foraging-00002938,2
context_critical_contrast_id,critical-debugging-00002939,2
context_critical_contrast_id,critical-bandit-00002940,2
context_critical_contrast_id,critical-foraging-00002941,2
context_critical_contrast_id,critical-debugging-00002942,2
context_critical_contrast_id,critical-bandit-00002943,2
context_critical_contrast_id,critical-foraging-00002944,2
context_critical_contrast_id,critical-debugging-00002945,2
context_critical_contrast_id,critical-bandit-00002946,2
context_critical_contrast_id,critical-foraging-00002947,2
context_critical_contrast_id,critical-debugging-00002948,2
context_critical_contrast_id,critical-bandit-00002949,2
context_critical_contrast_id,critical-foraging-00002950,2
context_critical_contrast_id,critical-debugging-00002951,2
context_critical_contrast_id,critical-bandit-00002952,2
context_critical_contrast_id,critical-foraging-00002953,2
context_critical_contrast_id,critical-debugging-00002954,2
context_critical_contrast_id,critical-bandit-00002955,2
context_critical_contrast_id,critical-foraging-00002956,2
context_critical_contrast_id,critical-debugging-00002957,2
context_critical_contrast_id,critical-bandit-00002958,2
